post,tags
foreign key constraint is incorrectly formed   i got this errore when create table: foreign key constraint is incorrectly formed      <pre><code>{create table comment( comment_id int unsigned auto_increment not null  user_1 varchar(50) not null  note_id int(11) unsigned not null  primary key(comment_id)    constraint `fk_1` foreign key (`user_1`) references `user` (`dev_id`)    constraint `fk_2` foreign key (`user_2`) references `user` (`dev_id`)    constraint `fk_3` foreign key (`note_id`) references `note`(`note_id`) )engine=innodb default charset=utf8; } </code></pre>   it s ok when i remove fk_3<br> this my note table   <pre><code>{  create table `note` (  `dev_id` varchar(50) not null    `note_id` int(11) unsigned not null    `title` varchar(200) not null    `time` datetime not null    `mood` int(11) not null    `body` varchar(3000) not null    `visible` tinyint(1) not null default  1     `share` tinyint(1) not null default  0     `update` tinyint(1) not null default  0     primary key (`dev_id` `note_id`)    constraint `fk_note_user` foreign key (`dev_id`) references `user` (`dev_id`) on update cascade ) engine=innodb default charset=utf8 } </code></pre>   thanks for help!,mysql
attribute value in directive angularjs  i have html markup that i need to use at many places so rather to copy paste it again and again  but with different headings     i thought to create a directive it looks like this    <pre><code>mymodule.directive( row   function ($compile) {     return {         restrict:  e           template:  &lt;div class= row &gt; +          &lt;div class= col-md-10 margin-top-10px font-18px &gt;{{heading}}&lt;/div&gt; +          &lt;div class= col-md-2 &gt; +              &lt;div class= margin-top-10px &gt;&lt;span ng-click= close()  class= close helvetica color-black &gt;&amp;times;&lt;/span&gt;&lt;/div&gt; +          &lt;/div&gt; +      &lt;/div&gt;           replace: true          link: function (scope  element  attrs  ctrl) {             var test = attrs.heading;         }      }; </code></pre>   });    and how i m trying to use it    <pre><code> &lt;row heading= its my heading  &gt;&lt;/row&gt; </code></pre>   i cant make it work .i dont want to create isolated scope or child scope i just wanted to pass value from attribute and when template gets replaced i want its interpolated value .      can some one help me how can id o this,angularjs
output youtube video  i need to output youtube video via ajax in my rails 3 app. there are other ways of doing it  but for js.erb  i need to do it in a different way.i want to display youtube video using jquery s html() method or some other method. i tried this:   <pre><code>$( #bt ).click(function () {        $( #vid ).html(     &lt;object width= 640  height= 390 &gt;&lt;param name= movie  value= http://www.youtube.com/v/9qs0q3mgpgg fs=1&amp;amp;hl=en_us&amp;amp;rel=0 &gt;&lt;/param&gt;&lt;param name= allowfullscreen  value= true &gt;&lt;/param&gt; + &lt;param name= allowscriptaccess  value= always &gt;&lt;/param&gt;&lt;embed src= http://www.youtube.com/v/9qs0q3mgpgg fs=1&amp;amp;hl=en_us&amp;amp;rel=0&amp;autoplay=1  type= application/x-shockwave-flash  allowscriptaccess= always  allowfullscreen= true  width= 640  height= 390 &gt;&lt;/embed&gt;&lt;/object&gt; );     }); </code></pre>   but it is not displaying the video.is there a way to do it,jquery
rel attribute in anchor tag  if i give <code>&lt;a href= some_link  rel=  &gt;</code> will the search engine consider rel=   to be noindex  nofollow,html
can i link my local mysql tables with xampp   i have created some tables locally on mysql 5.7 . i want my front end to send data to these tables and i am using xampp . can i link both of them or do i have to create a separate database and tables on phpmyadmin   i am using ubuntu 17.04.,mysql
php select statement with bind  i m trying to validate a sign-up form through php  with prepared statements and bind parameters  like this:   <pre><code>$email = $_post[ email ]; $password = $_post[ password ];  $selectstatement =  select id from users where email =    ; $stmts = mysqli_prepare($dbc  $selectstatement); mysqli_stmt_bind_param($stmts  s   $email); mysqli_stmt_execute($stmts); $count = mysqli_stmt_num_rows($stmts);  if (!$stmts){     die( mysqli error:  .mysqli_error($dbc)); } while($row = mysqli_stmt_fetch($stmts)){     if($row != null){            echo( user already registered! );     }     }else{           $insertquery =  insert into users(email  password) values(    ) ;         $stmti = mysqli_prepare($dbc  $insertquery);          mysqli_stmt_bind_param($stmti   ss   $email  $password);         mysqli_stmt_execute($stmti);         echo( registration completed! ); } } mysqli_stmt_close($stmts);   mysqli_stmt_close($stmti); mysqli_close($dbc);  </code></pre>   but when no user is found in the database  it s supposed to go on the else branch  yet  apparently it s not getting there  not even in the while loop. what am i doing wrong,php
list images in a directory with php and add a specific class  how can i list images in a folder...(which could be any number) and echo them in a list making the sure the first li has a class of  first  and the the last list item has a class of  last  like so...   <pre><code>&lt;li class= first &gt;&lt;img src= flowing-rock.jpg  /&gt;&lt;/li&gt; &lt;li&gt;&lt;img src= stones.jpg  alt= stones  /&gt;&lt;/li&gt; &lt;li&gt;&lt;img src= grass-blades.jpg  /&gt;&lt;/li&gt; &lt;li&gt;&lt;img src= ladybug.jpg  alt= ladybug  /&gt;&lt;/li&gt; &lt;li class= last &gt;&lt;img src= pier.jpg  alt= pier  /&gt;&lt;/li&gt; </code></pre>   any help would be appreciated...,php
open file named with two digit year-python  i m opening a file named in the following format :   <pre><code>ex130626.log exyymmdd.log </code></pre>   following code wants 4-digit year. how to get the two digit year like 13    <pre><code>today = datetime.date.today() filename =  ex{0}{1:02d}{2:02d}.log .format(today.year  today.month  today.day) </code></pre>,python
remove alpahabets from string by function  remove alpahabets from string by function in sql   <pre><code>id     kms 1      100 kms 2      200 kms 3      50 kms 7      43 kms </code></pre>   how to remove the kms from the kms field using a function,mysql
while providing username and password linkedin comes out my native application   i am new in this field.i am integrating linkedin in my native application.while i am providing user name and password it comes out my native application and opens the linkedin site so please help me. if any one has sample code for posting a blog on wall then please give me i am really needed it.,iphone
read a file and return to buffer variable in c  i need to read a text from  a file and pass it back to the main function and i am getting always 3 characters extra after eof why is that happening      <pre><code>#include&lt;stdio.h&gt; #include&lt;string.h&gt;  int activenw(char *);  void main() {     char act_con[50];     int len i;     len=activenw(act_con);     for(i=0;i&lt;=len;i++)     {         printf( %c  act_con[i]);     } }  int activenw(char *buff) {     char ch= \0 ;     file *fp;     int i=0;     fp=fopen( abc.txt   r );     if(fp==null)     {         printf( error opening a file : );         exit(0);     }     while((ch=fgetc(fp))!=eof)     {         printf( %c  ch);         *buff=ch;         buff++;         i++;     }     fclose(fp);     return i; } </code></pre>   is this implementation is correct,c
(beginner java) class  interface  or enum expected  forgive me for posting a question very similar to one that i posted last night.  i ve simplified the problem in order to ask something more specific:    i m getting a (class  interface  or enum expected) error when i use the following code:   <pre><code>import java.util.*;   arraylist&lt;egg&gt; eggys = new arraylist&lt;egg&gt;;   public class eggtest{     public static void main(string [] args){          egg a = new egg();         egg b = new egg();          eggys.add(a);         eggys.add(b);          for (egg eggo :eggys){             system.out.println(eggo.size);         }     } } </code></pre>   the output from the compiler is:   <pre><code>eggys.java:4: class  interface  or enum expected arraylist&lt;egg&gt; eggys = new arraylist&lt;egg&gt;; ^ 1 error </code></pre>   i m not doing something right.  can anyone help me figure out how to use arraylist,java
